Product Name,Price,Rating,Reviews,Product Link,Image URL
Apple,,5.0,12,https://www.amazon.com/Apple-Generation-Wireless-Charging-Warranty/dp/B0DFD1SHBS/ref=sr_1_25?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/41QztOA1UuL._AC_UY218_.jpg
Apple,,4.5,10900,https://www.amazon.com/Apple-Cancellation-Translation-Headphones-High-Fidelity/dp/B0FQFB8FMG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61solmQSSlL._AC_UY218_.jpg
Apple,,4.6,31100,https://www.amazon.com/Apple-Bluetooth-Headphones-Personalized-Effortless/dp/B0DGHMNQ5Z/ref=sr_1_27?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61iBtxCUabL._AC_UY218_.jpg
Apple,,4.6,21700,https://www.amazon.com/Apple-Headphones-Cancellation-Transparency-Personalized/dp/B0DGJ7HYG1/ref=sr_1_28?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61iBtxCUabL._AC_UY218_.jpg
Apple AirPods Max - Space Gray (Renewed),,4.1,2600,https://www.amazon.com/Apple-AirPods-Max-Space-Renewed/dp/B08XY48BJD/ref=sr_1_29?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/81fSoQd7nsL._AC_UY218_.jpg
Beats,,4.0,6800,https://www.amazon.com/Beats-Cancelling-Compatibility-Microphone-Headphones/dp/B0C2WD567R/ref=sr_1_30?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/41cd3IYIVZL._AC_UY218_.jpg
Apple AirPods Pro - 1st Gen (Renewed),,4.1,21100,https://www.amazon.com/Apple-MWP22AM-A-cr-AirPods-Renewed/dp/B0828BJGD2/ref=sr_1_31?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61suB7SdJkL._AC_UY218_.jpg
Apple AirPods Pro (2nd Generation) (Renewed),,4.2,3200,https://www.amazon.com/Apple-AirPods-Pro-Generation-Renewed/dp/B0BJQWYLYN/ref=sr_1_32?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61SUj2aKoEL._AC_UY218_.jpg
Beats,,4.2,4800,https://www.amazon.com/Beats-Powerbeats-Wireless-Bluetooth-Earbuds/dp/B0DT25FKCH/ref=sr_1_33?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/517+-8emUXL._AC_UY218_.jpg
Bose,,3.9,8500,https://www.amazon.com/Bose-QuietComfort-Earbuds-White-Smoke/dp/B0D8BT4BRN/ref=sr_1_34?dib=eyJ2IjoiMSJ9.SxbYxQwxcMGz5FBkqPtsh9NPt0nJO-9Ns-x6jYnA_U5uxaypG6VU6gte78rpu2rP3hhtRl9YknswvOtSIMUU7pAHHHlAYxGmRdKTPzF5Nl9FYetwl-huWuZusanDjnrR3pZjHkjZalEKZxCSAvJ2FaN0RevoQ0wdO731d8Fgluxdf24MjNZwHATG4lR9kBF-knDCBClmBc5-p5dheb4hakxeVnl8Euf0kCAtSe3pSFA.skft-zA5zI1rRNuz1FQDifMdnKwHzVdhw0MI-9G0q5Q&dib_tag=se&keywords=apple+airpods&qid=1782668807,https://m.media-amazon.com/images/I/61SQij5URHL._AC_UY218_.jpg
Apple,,5.0,12,https://www.amazon.com/Apple-Generation-Wireless-Charging-Warranty/dp/B0DFD1SHBS/ref=sr_1_33?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/41QztOA1UuL._AC_UY218_.jpg
Bose,,3.9,8500,https://www.amazon.com/Bose-QuietComfort-Earbuds-White-Smoke/dp/B0D8BT4BRN/ref=sr_1_34?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/61SQij5URHL._AC_UY218_.jpg
Samsung,66768.82,4.2,6300,https://www.amazon.com/SAMSUNG-Cancelling-Optimization-Interpreter-Redesigned/dp/B0D9YZJ3V7/ref=sr_1_35?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/61zW8yc4hTL._AC_UY218_.jpg
Apple,,4.6,382,https://www.amazon.com/Apple-Headphones-Cancellation-Personalized-Translation/dp/B0GSS4SGZR/ref=sr_1_36?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/71umw2cCkOL._AC_UY218_.jpg
Apple AirPods with Lightning Charging Case (3rd Generation) (Renewed),,4.3,2900,https://www.amazon.com/Apple-AirPods-Lightning-Charging-Generation/dp/B0BNJNP1P6/ref=sr_1_37?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/41qAokTajpL._AC_UY218_.jpg
Apple AirPods (3rd Generation) (Renewed),24494.05,4.3,6700,https://www.amazon.com/Apple-AirPods-3rd-Generation-Renewed/dp/B09M94KXPN/ref=sr_1_38?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/41+SGuZhPML._AC_UY218_.jpg
KTGEE,4482.04,4.3,6600,https://www.amazon.com/KTGEE-Bluetooth-Headphones-Waterproof-Earphones/dp/B0D5HG7TC3/ref=sr_1_39?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/51VxSqysy6L._AC_UY218_.jpg
Hybrid Active Noise Cancelling Wireless Ear Buds 80 Hrs Playtime Hi-Res Stereo Quality Bluetooth Earbuds with Transparency Mode Headphones Bluetooth Earhooks ANC Earphones for Work Sports Travel,27818.72,4.4,54,https://www.amazon.com/Cancelling-Bluetooth-Transparency-Headphones-Earphones/dp/B0H32KNPXW/ref=sr_1_40?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/71GFoVxpDoL._AC_UY218_.jpg
Beats,,4.6,27000,https://www.amazon.com/Beats-Solo-Ear-Headphones-Compatible/dp/B0CZPHPJLN/ref=sr_1_41?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/51ullEjK3TL._AC_UY218_.jpg
Beats,24232.53,4.2,89000,https://www.amazon.com/Beats-Studio-Cancelling-Earbuds-Built-Bluetooth-Headphones/dp/B096SV8SJG/ref=sr_1_42?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/51bRSWrEc7S._AC_UY218_.jpg
Apple,,4.6,382,https://www.amazon.com/Apple-Headphones-Cancellation-Personalized-Translation/dp/B0GSRYXZM5/ref=sr_1_43?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/71BLGXjQsNL._AC_UY218_.jpg
Bose,,3.9,15800,https://www.amazon.com/Bose-QuietComfort-Cancelling-Personalized-Cancellation/dp/B0B7838HH6/ref=sr_1_44?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/51RM+UZFwOL._AC_UY218_.jpg
Apple,,4.6,382,https://www.amazon.com/Apple-Headphones-Cancellation-Personalized-Translation/dp/B0GSS72GZJ/ref=sr_1_45?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/71adUkf5yfL._AC_UY218_.jpg
"Wireless Earbuds Bluetooth 5.4 Headphones with 48H Playtime Ear Buds | Noise Cancelling Mic, LED Power Display Charging Case, IPX7 Waterproof Bass Stereo Earphones for iPhone Android Phone/Laptop",3892.23,4.9,39,https://www.amazon.com/Nequga-Wireless-Bluetooth-Headphones-Playtime/dp/B0GZZVS24N/ref=sr_1_46?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/614xPbq2C1L._AC_UY218_.jpg
Baseus,30600.87,4.3,1000,https://www.amazon.com/Baseus-Inspire-XC1-Zero-Sense-Waterproof/dp/B0FMRPKN3G/ref=sr_1_47?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/51rf8EwzQhL._AC_UY218_.jpg
Apple,,4.6,16700,https://www.amazon.com/Apple-Headphones-Cancellation-Transparency-Personalized/dp/B0DGJC52FP/ref=sr_1_48?dib=eyJ2IjoiMSJ9.K_vz6glaVicScXsXYJdbPniLbF-vfiWAOPCiB77LfZbjqTszeJApxIU8os9MuFyRvO1fqIZ2xMadiZuHZiQj6fWgFrJnO3v_02WvheQgsIE3dYi1hoESz60g5jk-juK1U0mbea_Mh_DcuJiYYYWonkwgDwjXWnoX9yKhpTZwarCxtJKUVQI8Nn9DIk0W8O7_jVq1REuNQuev7L5YgvfmeT_NSjE-wVmzFroQsIRVy9s.V81XnJoGP43ibNLfqwyx1eMnpiu0uO7nMD1BJshOQM0&dib_tag=se&keywords=apple+airpods&qid=1782668809,https://m.media-amazon.com/images/I/715izx6g41L._AC_UY218_.jpg
